公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地      区,省    份,城     市,所属行业,公司网址
300547,川环科技,四川川环科技股份有限公司,"Sichuan Chuanhuan Technology Co., Ltd.",四川省大竹县东柳工业园区,300547,川环科技,2016-09-30,"61,354,215","30,817,597",,,,0,0,西南,四川,达州市,C 制造业,www.chuanhuan.com
300548,博创科技,博创科技股份有限公司,"Broadex Technologies Co.,Ltd.",浙江省嘉兴市南湖区亚太路306号,300548,博创科技,2016-10-12,"82,670,000","34,110,000",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.broadex-tech.com
300549,优德精密,优德精密工业（昆山）股份有限公司,"JOUDER PRECISION INDUSTRY (KUNSHAN)CO.,LTD",江苏省昆山高科技工业园北门路3168号,300549,优德精密,2016-09-30,"133,340,000","61,039,975",,,,0,0,华东,江苏,苏州市,C 制造业,www.jouder.com
300550,和仁科技,浙江和仁科技股份有限公司,"Heren Health Co.,Ltd.",浙江省杭州市滨江区西兴街道新联路625号,300550,和仁科技,2016-10-18,"80,000,000","29,270,000",,,,0,0,华东,浙江,杭州市,I 信息技术,www.herenit.com
300551,古鳌科技,上海古鳌电子科技股份有限公司,"Shanghai Guao Electronic Technology Co., Ltd.",上海市普陀区同普路1225弄6号,300551,古鳌科技,2016-10-18,"73,360,000","43,261,800",,,,0,0,华东,上海,上海市,C 制造业,www.gooao.cn
300552,万集科技,北京万集科技股份有限公司,"BEIJING WANJI TECHNOLOGY CO.,LTD.",北京市海淀区上地东路1号院5号楼601,300552,万集科技,2016-10-21,"108,296,000","39,762,040",,,,0,0,华北,北京,北京市,I 信息技术,www.wanji.net.cn
300553,集智股份,杭州集智机电股份有限公司,"Hangzhou Jizhi Mechatronic Co., Ltd.",浙江省杭州市西湖区三墩镇西园三路10号,300553,集智股份,2016-10-21,"48,000,000","15,137,427",,,,0,0,华东,浙江,杭州市,C 制造业,www.zjjizhi.com
300554,三超新材,南京三超新材料股份有限公司,"NanJing Sanchao Advanced Materials Co.,Ltd.",江苏省南京市江宁区淳化街道泽诚路77号,300554,三超新材,2017-04-21,"52,000,000","13,000,000",,,,0,0,华东,江苏,南京市,C 制造业,www.diasc.com.cn
300555,路通视信,无锡路通视信网络股份有限公司,"Lootom Telcovideo Network(Wuxi) Co., Ltd",江苏省无锡市滨湖区五三零大厦1号十八层1802室,300555,路通视信,2016-10-18,"200,000,000","92,763,675",,,,0,0,华东,江苏,无锡市,C 制造业,www.lootom.com
300556,丝路视觉,丝路视觉科技股份有限公司,"Silkroad Visual Technology Co., Ltd.",广东省深圳市福田区福强路3030号文化体育产业总部大厦17楼,300556,丝路视觉,2016-11-04,"111,133,333","60,435,883",,,,0,0,华南,广东,深圳市,I 信息技术,www.silkroadcg.com
300557,理工光科,武汉理工光科股份有限公司,Wuhan Ligong Guangke CO.Ltd,湖北省武汉市东湖开发区武汉理工大学科技园,300557,理工光科,2016-11-01,"55,668,540","33,492,732",,,,0,0,华中,湖北,武汉市,C 制造业,www.wutos.com
300558,贝达药业,贝达药业股份有限公司,"Betta Pharmaceuticals Co.,Ltd",浙江省杭州市余杭经济技术开发区红丰路589号,300558,贝达药业,2016-11-07,"401,000,000","169,703,852",,,,0,0,华东,浙江,杭州市,C 制造业,www.bettapharma.com
300559,佳发安泰,成都佳发安泰科技股份有限公司,"Chengdu Jiafaantai Technology Co.,Ltd.",四川省成都市武侯区武兴五路433号（武侯新城管委会内）,300559,佳发安泰,2016-11-01,"71,800,000","40,124,669",,,,0,0,西南,四川,成都市,I 信息技术,ww.jf-r.com
300560,中富通,中富通股份有限公司,"Zhong Fu Tong Co.,Ltd",福建省福州市鼓楼区铜盘路软件大道89号软件园F区4号楼20、21、22层,300560,中富通,2016-11-01,"105,180,000","41,318,250",,,,0,0,华东,福建,福州市,I 信息技术,www.zftii.com
300561,汇金科技,珠海汇金科技股份有限公司,"SGSG Science&Technology Co., Ltd. Zhuhai",广东省珠海市软件园路1号会展中心3#第三层,300561,汇金科技,2016-11-17,"85,160,000","21,000,000",,,,0,0,华南,广东,珠海市,I 信息技术,www.sgsg.cc
300562,乐心医疗,广东乐心医疗电子股份有限公司,"Guangdong Transtek Medical Electronics Co.,Ltd",广东省中山市火炬开发区东利路105号A区,300562,乐心医疗,2016-11-16,"188,800,000","83,087,440",,,,0,0,华南,广东,中山市,C 制造业,www.lifesense.com
300563,神宇股份,神宇通信科技股份公司,Shenyu Communication Technology Inc.,江苏省江阴市长山大道22号,300563,神宇股份,2016-11-14,"80,000,000","32,075,000",,,,0,0,华东,江苏,无锡市,C 制造业,www.shenyucable.com
300565,科信技术,深圳市科信通信技术股份有限公司,"Shenzhen Kexin Communication Technology Co., Ltd",广东省深圳市光明新区公明办事处塘家社区高新科技园汇业路南科信小区第1栋,300565,科信技术,2016-11-22,"160,000,000","54,592,000",,,,0,0,华南,广东,深圳市,C 制造业,www.szkexin.com.cn
300566,激智科技,宁波激智科技股份有限公司,"Ningbo Exciton Technology Co., Ltd.",浙江省宁波高新区晶源路9号,300566,激智科技,2016-11-15,"124,383,000","72,756,360",,,,0,0,华东,浙江,宁波市,C 制造业,www.excitontech.cn
300567,精测电子,武汉精测电子技术股份有限公司,"Wuhan Jingce Electronic Technology Co.,Ltd.",湖北省武汉市洪山区书城路48#(北港工业园)1栋11层,300567,精测电子,2016-11-22,"81,907,000","41,159,000",,,,0,0,华中,湖北,武汉市,C 制造业,www.wuhanjingce.com
300568,星源材质,深圳市星源材质科技股份有限公司,"Shenzhen Senior Technology Material Co., Ltd.",广东省深圳市光明新区公明办事处田园路北,300568,星源材质,2016-12-01,"192,000,000","47,999,900",,,,0,0,华南,广东,深圳市,C 制造业,www.senior798.com
300569,天能重工,青岛天能重工股份有限公司,"QINGDAO TIANNENG  HEAVY INDUSTRIES CO.,LTD",山东省青岛胶州市李哥庄镇大沽河工业园,300569,天能重工,2016-11-25,"150,012,000","80,093,250",,,,0,0,华东,山东,青岛市,C 制造业,www.qdtnp.com
300570,太辰光,深圳太辰光通信股份有限公司,"T&S Communications Co.,Ltd",广东省深圳市福田区车公庙泰然工贸园201栋6楼,300570,太辰光,2016-12-06,"229,996,800","57,499,200",,,,0,0,华南,广东,深圳市,C 制造业,www.china-tscom.com
300571,平治信息,杭州平治信息技术股份有限公司,"Hangzhou Anysoft Information Technology Co., Ltd.",浙江省杭州市江干区九盛路9号A18幢5楼518室,300571,平治信息,2016-12-13,"80,000,000","20,000,000",,,,0,0,华东,浙江,杭州市,I 信息技术,www.anysoft.cn
300572,安车检测,深圳市安车检测股份有限公司,"SHENZHEN ANCHE TECHNOLOGIES CO., LTD.",广东省深圳市南山区科技中2路1号深圳软件园（二期）9栋4楼401室,300572,安车检测,2016-12-06,"67,254,000","16,670,000",,,,0,0,华南,广东,深圳市,C 制造业,www.anche.cn
300573,兴齐眼药,沈阳兴齐眼药股份有限公司,"Shenyang Xingqi Pharmaceutical Co., Ltd.",辽宁省沈阳市东陵区泗水街68号,300573,兴齐眼药,2016-12-08,"80,000,000","20,000,000",,,,0,0,东北,辽宁,沈阳市,C 制造业,www.sinqi.com
300575,中旗股份,江苏中旗科技股份有限公司,"Jiangsu Flag Chemical Industry Co.,Ltd.",江苏省南京市南京化学工业园区长丰河路309号,300575,中旗股份,2016-12-20,"73,350,000","18,350,000",,,,0,0,华东,江苏,南京市,C 制造业,www.flagchem.com
300576,容大感光,深圳市容大感光科技股份有限公司,"Shenzhen Rongda Photosensitive & Technology Co., Ltd.",广东省深圳市宝安区福永街道福永立新湖第一科技园研发楼第1-3楼,300576,容大感光,2016-12-20,"120,000,000","30,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.szrd.com
300577,开润股份,安徽开润股份有限公司,"Anhui Korrun Co.,Ltd",安徽省滁州市同乐路1555号,300577,开润股份,2016-12-21,"120,762,720","30,006,000",,,,0,0,华东,安徽,滁州市,C 制造业,www.korrun.com
300578,会畅通讯,上海会畅通讯股份有限公司,"BizConf Telecom Co.,Ltd.",上海市金山区吕巷镇红光路4200-4201号2757室,300578,会畅通讯,2017-01-25,"73,761,000","18,000,000",,,,0,0,华东,上海,上海市,I 信息技术,www.bizconf.cn
300579,数字认证,北京数字认证股份有限公司,"BeiJing Certificate Authority Co., Ltd.",北京市海淀区北四环西路68号1501号,300579,数字认证,2016-12-23,"80,000,000","19,997,200",,,,0,0,华北,北京,北京市,I 信息技术,www.bjca.org.cn
300580,贝斯特,无锡贝斯特精机股份有限公司,"Best Precision Machinery Co., Ltd.",江苏省无锡市鸿桥路801-2702,300580,贝斯特,2017-01-11,"200,000,000","50,000,000",,,,0,0,华东,江苏,无锡市,C 制造业,www.wuxibest.com
300581,晨曦航空,西安晨曦航空科技股份有限公司,"Xi""an ChenXi Aviation Technology Corp.,Ltd.",陕西省西安市高新区锦业路69号创业园C区11号,300581,晨曦航空,2016-12-20,"90,400,000","22,600,000",,,,0,0,西北,陕西,西安市,C 制造业,
300582,英飞特,英飞特电子（杭州）股份有限公司,"Inventronics (Hangzhou), Inc.",浙江省杭州市滨江区长河街道江虹路459号A座,300582,英飞特,2016-12-28,"202,602,108","49,500,000",,,,0,0,华东,浙江,杭州市,C 制造业,cn.inventronics-co.com
300583,赛托生物,山东赛托生物科技股份有限公司,"Shandong Sito Bio-technology Co., Ltd.",山东省菏泽市定陶县东外环路南段,300583,赛托生物,2017-01-06,"106,666,667","26,666,667",,,,0,0,华东,山东,菏泽市,C 制造业,www.sitobiotech.com
300584,海辰药业,南京海辰药业股份有限公司,"Nanjing Hicin Pharmaceutical CO.,LTD.",江苏省南京市经济技术开发区恒发路1号,300584,海辰药业,2017-01-12,"80,000,000","19,818,700",,,,0,0,华东,江苏,南京市,C 制造业,www.hicin.cn
300585,奥联电子,南京奥联汽车电子电器股份有限公司,"NanJing AoLian AE&EA Co.,Ltd",江苏省南京市江宁区谷里街道东善桥工业集中区,300585,奥联电子,2016-12-29,"160,000,000","39,999,800",,,,0,0,华东,江苏,南京市,C 制造业,www.njaolian.com
300586,美联新材,广东美联新材料股份有限公司,"Malion New Materials Co., Ltd.",广东省汕头市美联路1号,300586,美联新材,2017-01-04,"96,000,000","24,000,000",,,,0,0,华南,广东,汕头市,C 制造业,www.malion.cn
300587,天铁股份,浙江天铁实业股份有限公司,"Zhejiang Tiantie Industry Co., Ltd.",浙江省天台县人民东路928号,300587,天铁股份,2017-01-05,"104,000,000","26,000,000",,,,0,0,华东,浙江,台州市,C 制造业,www.tiantie.cn
300588,熙菱信息,新疆熙菱信息技术股份有限公司,"Xinjiang Sailing Information Technology Co., Ltd",新疆维吾尔自治区乌鲁木齐市高新区（新市区）北京南路358号大成国际大厦10层,300588,熙菱信息,2017-01-05,"100,000,000","25,000,000",,,,0,0,西北,新疆,乌鲁木齐市,I 信息技术,www.sit.com.cn
300589,江龙船艇,江龙船艇科技股份有限公司,"Jianglong Shipbuilding Co.,Ltd",广东省中山市神湾镇桂竹路1号江龙船艇科技园,300589,江龙船艇,2017-01-13,"112,671,000","28,171,000",,,,0,0,华南,广东,中山市,C 制造业,www.jianglong.cn
300590,移为通信,上海移为通信技术股份有限公司,"Queclink Wireless Solutions Co., Ltd.",上海市闵行区宜山路1618号E厂房801A室,300590,移为通信,2017-01-11,"160,000,000","40,000,000",,,,0,0,华东,上海,上海市,C 制造业,www.queclink.com
300591,万里马,广东万里马实业股份有限公司,"Guangdong Wanlima Industry Co., Ltd.",广东省东莞市长安镇建安路367号,300591,万里马,2017-01-10,"312,000,000","78,000,000",,,,0,0,华南,广东,东莞市,C 制造业,www.wanlima.com.cn
300592,华凯创意,湖南华凯文化创意股份有限公司,"Hunan Huakai Cultural and Creative CO., LTD.",湖南省长沙市岳麓区桐梓坡西路229号厂房101,300592,华凯创意,2017-01-20,"122,381,100","30,600,000",,,,0,0,华中,湖南,长沙市,R 文化传播,www.huakai.net
300593,新雷能,北京新雷能科技股份有限公司,"Suplet Power Co., Ltd.",北京市昌平区科技园区超前路9号B座285室,300593,新雷能,2017-01-13,"115,540,000","28,802,100",,,,0,0,华北,北京,北京市,C 制造业,www.suplet.com
300595,欧普康视,欧普康视科技股份有限公司,AUTEK CHINA INC,安徽省合肥市高新区梦园路7号,300595,欧普康视,2017-01-17,"124,313,920","30,600,000",,,,0,0,华东,安徽,合肥市,C 制造业,www.orthok.cn
300596,利安隆,天津利安隆新材料股份有限公司,Rianlon Corporation,天津市经济技术开发区汉沽现代产业区黄山路6号,300596,利安隆,2017-01-19,"180,000,000","45,000,000",,,,0,0,华北,天津,天津市,C 制造业,www.rianlon.com
300597,吉大通信,吉林吉大通信设计院股份有限公司,"Jilin Jlu Communication Design Institute Co., Ltd",吉林省长春市朝阳区南湖学府经典小区第9幢701室,300597,吉大通信,2017-01-23,"240,000,000","60,000,000",,,,0,0,东北,吉林,长春市,I 信息技术,www.jlucdi.com
300598,诚迈科技,诚迈科技（南京）股份有限公司,"ARCHERMIND TECHNOLOGY (NANJING) CO., LTD.",江苏省南京市雨花台区软件大道180号南海生物科技园A2幢,300598,诚迈科技,2017-01-20,"80,000,000","20,000,000",,,,0,0,华东,江苏,南京市,I 信息技术,www.archermind.com
300599,雄塑科技,广东雄塑科技集团股份有限公司,"Guangdong Xiongsu Technology Group Co., Ltd",广东省佛山市南海区九江镇龙高路敦根路段雄塑工业园,300599,雄塑科技,2017-01-23,"304,000,000","76,000,000",,,,0,0,华南,广东,佛山市,C 制造业,www.xiongsu.cn
300600,瑞特股份,常熟瑞特电气股份有限公司,"Changshu Ruite Electric Co.,Ltd",江苏省常熟市虞山镇高新技术产业园青岛路2号,300600,瑞特股份,2017-01-25,"100,000,000","25,000,000",,,,0,0,华东,江苏,苏州市,C 制造业,www.cn-ruite.com
300601,康泰生物,深圳康泰生物制品股份有限公司,"Shenzhen Kangtai Biological Products Co.,Ltd.",广东省深圳市南山区科技工业园科发路6号,300601,康泰生物,2017-02-07,"421,142,000","42,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.biokangtai.com
300602,飞荣达,深圳市飞荣达科技股份有限公司,"SHENZHEN FRD SCIENCE & TECHNOLOGY CO., LTD.",广东省深圳市南山区桃源街道北环路猫头山高发工业区高发8＃厂房一至六层、3#厂房五层西等,300602,飞荣达,2017-01-26,"100,000,000","25,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.frd.cn
300603,立昂技术,立昂技术股份有限公司,"Leon Technology Co.,Ltd.",新疆维吾尔自治区乌鲁木齐经济技术开发区喀什西路545号美丽家园3层办公楼30号,300603,立昂技术,2017-01-26,"102,500,000","25,700,000",,,,0,0,西北,新疆,乌鲁木齐市,I 信息技术,www.leoncom.cn
300604,长川科技,杭州长川科技股份有限公司,"Hangzhou Chang Chuan Technology Co.,Ltd.",浙江省杭州市滨江区江淑路799号3幢第一、第二全楼层和第三、四、五层A单元,300604,长川科技,2017-04-17,"76,194,000","19,050,000",,,,0,0,华东,浙江,杭州市,C 制造业,www.hzcctech.com
300605,恒锋信息,恒锋信息科技股份有限公司,"HengFeng Information Technology Co.,Ltd.",福建省福州市鼓楼区乌山西路318号洪山科技园创业中心大厦二层219室,300605,恒锋信息,2017-02-08,"84,000,000","21,000,000",,,,0,0,华东,福建,福州市,I 信息技术,www.i-hengfeng.com
300606,金太阳,东莞金太阳研磨股份有限公司,"DONGGUAN GOLDEN SUN ABRASIVES CO.,LTD",广东省东莞市大岭山镇大环路东66号,300606,金太阳,2017-02-08,"89,200,000","22,300,000",,,,0,0,华南,广东,东莞市,C 制造业,www.chinagoldensun.cn
300607,拓斯达,广东拓斯达科技股份有限公司,"Guangdong Topstar Technology Co.,Ltd",广东省东莞市大岭山镇新塘村新塘新路90号,300607,拓斯达,2017-02-09,"130,442,088","32,616,000",,,,0,0,华南,广东,东莞市,C 制造业,www.topstarltd.com
300608,思特奇,北京思特奇信息技术股份有限公司,"Si-Tech Information Technology Co., Ltd.",北京市海淀区中关村南大街6号14层,300608,思特奇,2017-02-13,"87,646,000","21,911,500",,,,0,0,华北,北京,北京市,I 信息技术,www.si-tech.com.cn
300609,汇纳科技,上海汇纳信息科技股份有限公司,"WINNER INFORMATION TECHNOLOGY CO.,INC.",上海市金山区亭林镇亭枫公路333号216室,300609,汇纳科技,2017-02-15,"100,902,000","25,000,000",,,,0,0,华东,上海,上海市,I 信息技术,www.winnerinf.com
300610,晨化股份,扬州晨化新材料股份有限公司,"YANGZHOU CHENHUA NEW MATERIAL CO., LTD.",江苏省宝应县曹甸镇镇中路231号,300610,晨化股份,2017-02-13,"150,000,000","37,500,000",,,,0,0,华东,江苏,扬州市,C 制造业,www. yzch.cc
300611,美力科技,浙江美力科技股份有限公司,"ZHEJIANG MEILI HIGH TECHNOLOGY CO.,LTD.",浙江省新昌县新昌大道西路1365号,300611,美力科技,2017-02-20,"178,950,550","44,740,000",,,,0,0,华东,浙江,绍兴市,C 制造业,www.china-springs.com
300612,宣亚国际,宣亚国际品牌管理（北京）股份有限公司,"Shunya International Brand Consulting (Beijng) Co., Ltd",北京市朝阳区八里庄东里1号CN02-B,300612,宣亚国际,2017-02-15,"108,000,000","27,000,000",,,,0,0,华北,北京,北京市,L 商务服务,www.shunyagroup.com
300613,富瀚微,上海富瀚微电子股份有限公司,"Shanghai Fullhan Microelectronics Co., Ltd.",上海市桂平路680号32幢620室,300613,富瀚微,2017-02-20,"44,444,800","11,111,500",,,,0,0,华东,上海,上海市,I 信息技术,www.fullhan.com
300615,欣天科技,深圳市欣天科技股份有限公司,XDC INDUSTRIES (SHENZHEN) LIMITED,广东省深圳市南山区茶光路波顿科技园B栋万科云创17层05号,300615,欣天科技,2017-02-15,"80,000,000","20,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.xdc-industries.com
300616,尚品宅配,广州尚品宅配家居股份有限公司,"Guangzhou Shangpin Home Collection Co., Ltd",广东省广州市天河区花城大道85号3501房之自编01-05单元,300616,尚品宅配,2017-03-07,"110,390,000","27,000,000",,,,0,0,华南,广东,广州市,C 制造业,www.spzp.com
300617,安靠智电,江苏安靠智能输电工程科技股份有限公司,"Jiangsu Ankura Smart Transmission Engineering Technology Co.,Ltd.",江苏省溧阳市经济开发区天目湖工业园,300617,安靠智电,2017-02-28,"66,670,000","16,670,000",,,,0,0,华东,江苏,常州市,C 制造业,www.ankura.com.cn
300618,寒锐钴业,南京寒锐钴业股份有限公司,"Nanjing Hanrui Cobalt Co.,Ltd.",江苏省南京市江宁经济技术开发区静淮街115号,300618,寒锐钴业,2017-03-06,"120,000,000","30,000,000",,,,0,0,华东,江苏,南京市,C 制造业,www.hrcobalt.com
300619,金银河,佛山市金银河智能装备股份有限公司,"Foshan Golden Milky Way Intelligent Equipment Co., Ltd.",广东省佛山市三水区西南街道宝云路6号一、二、四、五、六、七座,300619,金银河,2017-03-01,"74,680,000","18,680,000",,,,0,0,华南,广东,佛山市,C 制造业,www.goldenyh.com
300620,光库科技,珠海光库科技股份有限公司,"Advanced Fiber Resources (Zhuhai), Ltd.",广东省珠海市软件园路1号生产加工中心5#楼二层1-6单元、8单元,300620,光库科技,2017-03-10,"88,000,000","22,000,000",,,,0,0,华南,广东,珠海市,C 制造业,www.afrlaser.com
300621,维业股份,深圳市维业装饰集团股份有限公司,"ShenZhen WeiYe Decoration Group Co.,LTD.",广东省深圳市福田区新洲路以西、莲花路以南振业景洲大厦裙楼101,300621,维业股份,2017-03-16,"136,000,000","34,000,000",,,,0,0,华南,广东,深圳市,E 建筑业,www.szweiye.com
300622,博士眼镜,博士眼镜连锁股份有限公司,"DOCTORGLASSES CHAIN CO., LTD",广东省深圳市罗湖区深南东路5016号京基一百大厦A座2201-02单元,300622,博士眼镜,2017-03-15,"85,800,000","21,450,000",,,,0,0,华南,广东,深圳市,F 批发零售,www.doctorglasses.com.cn
300623,捷捷微电,江苏捷捷微电子股份有限公司,"Jiangsu JieJie Microelectronics Co.,Ltd.",江苏省启东市科技创业园兴龙路8号,300623,捷捷微电,2017-03-14,"93,600,000","23,600,000",,,,0,0,华东,江苏,南通市,C 制造业,www.jjwdz.com
300625,三雄极光,广东三雄极光照明股份有限公司,"Guangdong PAK Corporation Co., Ltd.",广东省广州市番禺区石壁街韦涌工业区132号,300625,三雄极光,2017-03-17,"280,000,000","70,000,000",,,,0,0,华南,广东,广州市,C 制造业,www.pak.com.cn
300626,华瑞股份,华瑞电器股份有限公司,"Huarui Electrical Appliance Co.,Ltd.",浙江省宁波市鄞州区姜山镇科技园区,300626,华瑞股份,2017-03-20,"100,000,000","25,000,000",,,,0,0,华东,浙江,宁波市,C 制造业,www.china-commutator.com
300627,华测导航,上海华测导航技术股份有限公司,SHANGHAI HUACE NAVIGATION TECHNOLOGY LTD.,上海市青浦区徐泾镇高路599号C座,300627,华测导航,2017-03-21,"119,200,000","29,800,000",,,,0,0,华东,上海,上海市,C 制造业,www.huace.cn
300628,亿联网络,厦门亿联网络技术股份有限公司,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,福建省厦门市湖里区云顶北路16号三楼309,300628,亿联网络,2017-03-17,"149,340,000","37,340,000",,,,0,0,华东,福建,厦门市,C 制造业,www.yealink.com.cn
300629,新劲刚,广东新劲刚新材料科技股份有限公司,"KING-STRONG NEW MATERIAL TECHNOLOGY CO.,LTD.",广东省佛山市南海区丹灶镇五金工业区博金路6号办公楼及车间,300629,新劲刚,2017-03-24,"66,666,700","16,665,400",,,,0,0,华南,广东,佛山市,C 制造业,www.king-strong.com
300630,普利制药,海南普利制药股份有限公司,"Hainan Poly Pharm. Co., Ltd.",海南省海口市美兰区桂林洋经济开发区,300630,普利制药,2017-03-28,"122,117,620","30,529,405",,,,0,0,华南,海南,海口市,C 制造业,www.hnpoly.com
300631,久吾高科,江苏久吾高科技股份有限公司,"JiangSu JiuWu Hi-Tech Co., Ltd.",江苏省南京市浦口区园思路9号,300631,久吾高科,2017-03-23,"102,624,000","25,760,000",,,,0,0,华东,江苏,南京市,C 制造业,www.jiuwu.com
300632,光莆股份,厦门光莆电子股份有限公司,"XIAMEN GUANGPU ELECTRONICS CO.,LTD.",福建省厦门市思明区岭兜西路608号,300632,光莆股份,2017-04-06,"115,800,000","28,950,000",,,,0,0,华东,福建,厦门市,C 制造业,www.goproled.cn
300633,开立医疗,深圳开立生物医疗科技股份有限公司,SONOSCAPE MEDICAL CORP.,广东省深圳市南山区玉泉路毅哲大厦4、5、8、9、10楼,300633,开立医疗,2017-04-06,"400,010,000","40,010,000",,,,0,0,华南,广东,深圳市,C 制造业,www.sonoscape.com
300635,达安股份,广东达安项目管理股份有限公司,"Guangdong Daan Project Management Co., Ltd.",广东省广州市白云区广州大道北1421号圣地大厦六楼601房,300635,达安股份,2017-03-31,"135,680,000","33,920,000",,,,0,0,华南,广东,广州市,M 科研服务,www.gddaan.com
300636,同和药业,江西同和药业股份有限公司,"Jiangxi Synergy Pharmaceutical Co.,Ltd.",江西省宜春市奉新县奉新工业园区,300636,同和药业,2017-03-31,"81,298,000","20,000,000",,,,0,0,华东,江西,宜春市,C 制造业,www.jxsynergy.com
300637,扬帆新材,浙江扬帆新材料股份有限公司,"Zhejiang Yangfan New Materials Co., Ltd.",浙江省绍兴市杭州湾上虞经济技术开发区,300637,扬帆新材,2017-04-12,"123,278,000","30,000,000",,,,0,0,华东,浙江,绍兴市,C 制造业,www.zjyfxc.com
300638,广和通,深圳市广和通无线股份有限公司,Fibocom Wireless Inc.,广东省深圳市南山区南海大道1057号科技大厦二期A栋501A号,300638,广和通,2017-04-13,"80,000,000","20,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.fibocom.com.cn
300639,凯普生物,广东凯普生物科技股份有限公司,"Guangdong Hybribio Biotech Co.,Ltd.",广东省潮州市经济开发区试验区北片高新区D5-3-3-4小区,300639,凯普生物,2017-04-12,"91,017,000","22,419,000",,,,0,0,华南,广东,潮州市,C 制造业,www.hybribio.cn
300640,德艺文创,德艺文化创意集团股份有限公司,Profit Cultural & Creative Group Corporation,福建省福州市鼓楼区五四路158号环球广场1701单元,300640,德艺文创,2017-04-17,"80,000,000","20,000,000",,,,0,0,华东,福建,福州市,R 文化传播,www.fz-profit.com
300641,正丹股份,江苏正丹化学工业股份有限公司,"Jiangsu Zhengdan Chemical Industry Co., Ltd.",江苏省镇江新区国际化学工业园松林山路南,300641,正丹股份,2017-04-18,"288,000,000","72,000,000",,,,0,0,华东,江苏,镇江市,C 制造业,www.zhengdanchem.com
300642,透景生命,上海透景生命科技股份有限公司,Tellgen Corporation,中国（上海）自由贸易试验区碧波路572弄115号1幢,300642,透景生命,2017-04-21,"60,000,000","15,000,000",,,,0,0,华东,上海,上海市,C 制造业,www.tellgen.com
300643,万通智控,万通智控科技股份有限公司,"Hamaton Automotive Technology Co.,Ltd.",浙江省杭州市余杭区杭州余杭经济技术开发区振兴东路12号,300643,万通智控,2017-05-05,"200,000,000","50,000,000",,,,0,0,华东,浙江,杭州市,C 制造业,www.hamaton.com
300645,正元智慧,浙江正元智慧科技股份有限公司,"ZHEJIANG ZHENGYUAN ZHIHUI TECHNOLOGY CO.,LTD.",浙江省杭州市余杭区文一西路1500号1幢301室,300645,正元智慧,2017-04-21,"66,666,667","16,666,667",,,,0,0,华东,浙江,杭州市,I 信息技术,www.hzsun.com
300647,超频三,深圳市超频三科技股份有限公司,Shenzhen Fluence Technology PLC.,广东省深圳市龙岗区天安数码创业园1号厂房A单元07层A701房,300647,超频三,2017-05-03,"120,000,000","30,000,000",,,,0,0,华南,广东,深圳市,C 制造业,www.pccooler.cn
300648,星云股份,福建星云电子股份有限公司,"Fujian Nebula Electronics Co.,Ltd.",福建省福州市马尾区快安马江大道石狮路6号1-4#楼,300648,星云股份,2017-04-25,"67,700,000","17,000,000",,,,0,0,华东,福建,福州市,C 制造业,www.e-nebula.com
300649,杭州园林,杭州园林设计院股份有限公司,"Hangzhou Landscape Architecture Design Institute Co., Ltd.",浙江省杭州市西湖区杨公堤32号,300649,杭州园林,2017-05-05,"128,000,000","32,000,000",,,,0,0,华东,浙江,杭州市,M 科研服务,www.hzyly.com
300650,太龙照明,太龙（福建）商业照明股份有限公司,"TECNON (FUJIAN) COMMERCIAL LIGHTING CO., LTD.",福建省漳州台商投资区角美镇文圃工业园,300650,太龙照明,2017-05-03,"63,148,000","15,787,000",,,,0,0,华东,福建,漳州市,C 制造业,www.tecnon.net
300651,金陵体育,江苏金陵体育器材股份有限公司,"Jiangsu Jinling Sports Equipment Co.,Ltd.",江苏省苏州市张家港市南丰镇海丰路,300651,金陵体育,2017-05-09,"75,733,400","18,933,400",,,,0,0,华东,江苏,苏州市,C 制造业,www.jlsports.com
300652,雷迪克,杭州雷迪克节能科技股份有限公司,"HangZhou Radical Energy Saving Technology Co., Ltd.",浙江省杭州萧山经济技术开发区桥南区块春潮路89号,300652,雷迪克,2017-05-16,"88,000,000","22,000,000",,,,0,0,华东,浙江,杭州市,C 制造业,www.radical.cn
300653,正海生物,烟台正海生物科技股份有限公司,"Yantai Zhenghai Bio-Tech Co., Ltd.",山东省烟台经济技术开发区衡山路10号,300653,正海生物,2017-05-16,"80,000,000","20,000,000",,,,0,0,华东,山东,烟台市,C 制造业,www.zhbio.com
300654,世纪天鸿,山东世纪天鸿文教科技股份有限公司,"Shandong Astro-century Education&Technology Co.,Ltd",山东省淄博市高新区天鸿路9号,300654,世纪天鸿,2017-09-26,"93,350,000","23,350,000",,,,0,0,华东,山东,淄博市,R 文化传播,www.sjthedu.com
